filename,width,height,class,xmin,ymin,xmax,ymax
flir_20200827T144949.jpg,480,640,head,163,87,311,302
flir_20200822T131727_23.jpg,480,640,head,74,44,160,137
flir_20200827T182033.jpg,480,640,head,185,201,314,302
52.jpg,960,1280,head,267,250,503,545
flir_20200823T165218.jpg,1080,1440,head,685,127,826,321
flir_20200823T165218.jpg,1080,1440,head,815,284,898,413
flir_20200813T191536.jpg,1080,1440,head,333,307,541,606
122.jpg,480,640,head,281,15,336,85
64.jpg,960,1280,head,501,385,699,622
flir_20200822T131654_18.jpg,480,640,head,24,128,83,189
flir_20200824T113935.jpg,480,640,head,130,156,293,361
flir_20200822T130504_071.jpg,480,640,head,282,65,375,168
flir_20200824T122145.jpg,480,640,head,159,87,271,241
flir_20200822T133543_150.jpg,480,640,head,388,329,444,389
flir_20200823T162955.jpg,1080,1440,head,562,63,788,275
flir_20200823T162955.jpg,1080,1440,head,110,80,271,236
flir_20200822T132032_284.jpg,480,640,head,244,72,297,146
flir_20200822T132032_284.jpg,480,640,head,211,87,249,134
flir_20200822T132845_241.jpg,480,640,head,318,180,368,233
flir_20200822T132845_241.jpg,480,640,head,444,207,480,254
138.jpg,480,640,head,63,271,164,378
flir_20200822T132353_395.jpg,480,640,head,71,119,112,172
flir_20200822T132353_395.jpg,480,640,head,378,114,480,239
flir_20200822T130504_273.jpg,480,640,head,308,1,386,65
118.jpg,480,640,head,237,56,300,117
flir_20200818T144647.jpg,640,480,head,261,102,321,182
flir_20200818T150429.jpg,640,480,head,199,90,280,194
flir_20200822T130900_43.jpg,480,640,head,132,44,203,133
flir_20200823T162600.jpg,1080,1440,head,201,315,291,453
flir_20200818T150543.jpg,480,640,head,54,1,394,416
flir_20200818T144211.jpg,640,480,head,448,176,505,247
flir_20200818T144211.jpg,640,480,head,30,40,151,160
80.jpg,960,1280,head,276,221,486,494
flir_20200818T150250.jpg,640,480,head,370,126,402,163
flir_20200818T150250.jpg,640,480,head,127,42,172,94
flir_20200818T144040.jpg,640,480,head,398,110,547,274
flir_20200818T144040.jpg,640,480,head,354,210,395,250
flir_20200818T145419.jpg,480,640,head,145,83,181,125
flir_20200814T175902.jpg,1080,1440,head,639,321,760,451
flir_20200827T145110.jpg,640,480,head,294,51,430,220
flir_20200824T124753.jpg,480,640,head,179,164,291,292
flir_20200823T162957.jpg,1080,1440,head,166,183,330,356
flir_20200824T124747.jpg,480,640,head,188,130,318,275
37.jpg,960,1280,head,815,638,944,815
37.jpg,960,1280,head,318,637,475,799
flir_20200827T145023.jpg,480,640,head,66,80,186,222
flir_20200827T182029.jpg,480,640,head,166,128,380,277
17.jpg,960,1280,head,294,591,415,672
17.jpg,960,1280,head,551,556,619,646
flir_20200814T165101.jpg,1080,1440,head,133,253,347,465
112.jpg,1080,1440,head,711,441,951,688
flir_20200813T191424.jpg,1080,1440,head,665,206,916,507
106.jpg,1080,1440,head,347,487,504,639
67.jpg,960,1280,head,388,431,636,726
flir_20200818T144619.jpg,480,640,head,236,226,284,266
flir_20200818T144619.jpg,480,640,head,25,430,52,457
flir_20200823T170130.jpg,1080,1440,head,621,153,748,330
flir_20200822T132353_436.jpg,480,640,head,70,123,144,218
flir_20200822T133543_129.jpg,480,640,head,1,358,75,411
flir_20200822T133543_129.jpg,480,640,head,275,329,338,390
flir_20200823T170135.jpg,1080,1440,head,539,360,662,497
flir_20200819T165435.jpg,1080,1440,head,566,250,608,296
78.jpg,960,1280,head,83,104,352,433
flir_20200822T131404_42.jpg,480,640,head,332,44,397,120
flir_20200813T191332.jpg,1080,1440,head,483,37,706,303
flir_20200827T145155.jpg,480,640,head,254,104,296,157
flir_20200818T150104.jpg,640,480,head,283,126,326,166
flir_20200818T150104.jpg,640,480,head,531,185,615,271
flir_20200823T170926.jpg,1080,1440,head,200,134,315,287
flir_20200827T145108.jpg,640,480,head,294,68,422,237
flir_20200811T115133.jpg,1080,1440,head,463,160,582,306
flir_20200822T132845_559.jpg,480,640,head,311,171,379,257
flir_20200822T132845_559.jpg,480,640,head,433,259,480,319
flir_20200824T124718.jpg,480,640,head,193,80,314,224
flir_20200813T191641.jpg,1080,1440,head,577,301,776,550
flir_20200822T130504_114.jpg,480,640,head,79,117,135,186
59.jpg,960,1280,head,669,287,882,513
flir_20200813T191421.jpg,1080,1440,head,41,289,191,448
flir_20200813T191421.jpg,1080,1440,head,647,380,879,628
flir_20200824T113854.jpg,480,640,head,146,79,325,288
flir_20200825T115521.jpg,480,640,head,150,155,212,246
flir_20200825T115521.jpg,480,640,head,305,83,393,170
flir_20200822T132845_477.jpg,480,640,head,217,223,269,283
flir_20200822T132845_477.jpg,480,640,head,303,287,349,337
flir_20200822T132845_335.jpg,480,640,head,7,276,81,351
flir_20200813T191650.jpg,1080,1440,head,616,459,829,725
flir_20200823T162113.jpg,1080,1440,head,882,136,1004,275
flir_20200822T132845_482.jpg,480,640,head,118,152,194,204
flir_20200822T132845_482.jpg,480,640,head,280,242,355,323
flir_20200818T144722.jpg,480,640,head,186,137,219,172
flir_20200818T144722.jpg,480,640,head,404,84,459,142
flir_20200822T132845_245.jpg,480,640,head,378,13,479,136
flir_20200822T132353_393.jpg,480,640,head,233,169,303,259
88.jpg,960,1280,head,214,46,517,463
flir_20200814T181200.jpg,1080,1440,head,559,180,647,342
flir_20200814T181200.jpg,1080,1440,head,98,280,191,400
flir_20200822T131727_151.jpg,480,640,head,191,65,247,133
flir_20200823T164054.jpg,1080,1440,head,510,253,595,377
flir_20200824T124429.jpg,480,640,head,211,65,318,213
flir_20200813T193733.jpg,1080,1440,head,421,395,551,539
flir_20200813T193733.jpg,1080,1440,head,980,810,1080,982
flir_20200823T164235.jpg,1080,1440,head,647,272,744,410
flir_20200822T132845_571.jpg,480,640,head,44,16,135,126
flir_20200822T132845_571.jpg,480,640,head,377,38,461,120
flir_20200822T132845_558.jpg,480,640,head,298,149,361,224
flir_20200824T154412.jpg,480,640,head,264,63,308,118
13.jpg,960,1280,head,242,579,364,718
flir_20200827T145151.jpg,480,640,head,209,211,250,262
flir_20200822T132032_400.jpg,480,640,head,153,1,346,155
91.jpg,960,1280,head,326,235,548,519
flir_20200822T131727_153.jpg,480,640,head,101,10,182,107
8.jpg,960,1280,head,296,133,622,621
flir_20200823T162349.jpg,1080,1440,head,809,316,1071,569
flir_20200813T191352.jpg,1080,1440,head,865,228,1033,416
flir_20200813T191352.jpg,1080,1440,head,212,368,318,484
flir_20200819T165702.jpg,1080,1440,head,481,199,563,303
flir_20200814T180327.jpg,1080,1440,head,427,301,510,410
flir_20200827T182214.jpg,480,640,head,141,262,232,376
flir_20200827T182214.jpg,480,640,head,349,237,476,484
flir_20200823T163144.jpg,1080,1440,head,86,194,215,353
flir_20200823T163144.jpg,1080,1440,head,642,165,760,321
119.jpg,480,640,head,87,26,133,88
flir_20200822T131727_225.jpg,480,640,head,20,44,87,127
flir_20200824T154218.jpg,640,480,head,206,82,260,145
flir_20200817T200909.jpg,640,480,head,301,150,329,190
flir_20200817T200821.jpg,640,480,head,224,32,293,125
flir_20200818T144753.jpg,480,640,head,175,304,217,359
flir_20200827T181945.jpg,480,640,head,186,171,315,331
107.jpg,1080,1440,head,425,299,627,538
160.jpg,480,640,head,164,199,223,264
flir_20200827T145140.jpg,640,480,head,289,128,373,241
flir_20200827T181845.jpg,480,640,head,195,148,315,301
flir_20200814T164955.jpg,1080,1440,head,230,213,389,415
flir_20200814T164955.jpg,1080,1440,head,807,337,929,497
flir_20200814T165021.jpg,1080,1440,head,354,1,747,507
flir_20200818T144601.jpg,480,640,head,280,96,332,143
26.jpg,960,1280,head,401,333,613,569
flir_20200827T145246.jpg,480,640,head,177,121,264,229
flir_20200822T132353_394.jpg,480,640,head,246,158,332,259
flir_20200822T132032_286.jpg,480,640,head,150,61,221,148
50.jpg,960,1280,head,3,222,352,700
flir_20200818T145909.jpg,640,480,head,424,211,464,262
flir_20200813T191640.jpg,1080,1440,head,585,312,809,591
flir_20200823T164116.jpg,1080,1440,head,442,183,556,351
116.jpg,480,640,head,158,161,216,237
flir_20200822T132845_651.jpg,480,640,head,101,273,156,336
82.jpg,960,1280,head,521,334,696,546
148.jpg,480,640,head,11,257,85,333
flir_20200813T193713.jpg,1080,1440,head,513,263,765,547
flir_20200822T132032_407.jpg,480,640,head,245,1,343,115
flir_20200822T132032_407.jpg,480,640,head,5,197,101,292
flir_20200811T115142.jpg,1080,1440,head,499,157,671,330
2.jpg,960,1280,head,460,23,932,603
flir_20200822T130504_070.jpg,480,640,head,122,84,211,174
flir_20200822T131404_37.jpg,480,640,head,337,109,379,162
flir_20200822T131404_37.jpg,480,640,head,94,91,136,158
flir_20200814T171826.jpg,1080,1440,head,323,201,616,500
flir_20200822T132845_780.jpg,480,640,head,160,251,222,322
flir_20200814T165134.jpg,1080,1440,head,376,219,577,460
flir_20200824T124436.jpg,480,640,head,144,34,260,204
flir_20200822T131727_138.jpg,480,640,head,81,95,154,169
35.jpg,960,1280,head,234,630,407,841
flir_20200825T115142.jpg,480,640,head,241,84,304,152
44.jpg,960,1280,head,383,168,636,472
flir_20200814T165050.jpg,1080,1440,head,553,306,789,586
flir_20200825T115230.jpg,480,640,head,216,89,259,141
125.jpg,480,640,head,195,245,246,310
77.jpg,960,1280,head,334,276,575,614
flir_20200822T132032_287.jpg,480,640,head,110,46,188,143
10.jpg,960,1280,head,274,226,503,521
flir_20200813T191330.jpg,1080,1440,head,465,312,551,433
flir_20200827T181951.jpg,480,640,head,175,159,311,344
flir_20200822T132845_233.jpg,480,640,head,173,137,220,197
flir_20200822T133543_151.jpg,480,640,head,299,346,358,412
flir_20200822T131727_176.jpg,480,640,head,22,31,100,127
113.jpg,1080,1440,head,387,573,677,882
flir_20200824T124518.jpg,480,640,head,225,215,347,328
flir_20200822T132032_335.jpg,480,640,head,235,1,394,135
flir_20200817T203429.jpg,480,640,head,205,117,258,187
153.jpg,480,640,head,313,183,357,246
139.jpg,480,640,head,309,119,474,290
flir_20200823T162945.jpg,1080,1440,head,466,216,604,372
flir_20200823T162945.jpg,1080,1440,head,113,247,224,381
flir_20200813T193734.jpg,1080,1440,head,171,313,304,463
flir_20200813T193734.jpg,1080,1440,head,695,751,866,939
flir_20200825T115107.jpg,480,640,head,86,21,173,138
flir_20200825T115107.jpg,480,640,head,368,90,419,139
93.jpg,960,1280,head,149,249,330,496
flir_20200827T181909.jpg,480,640,head,141,46,384,387
12.jpg,960,1280,head,178,333,413,590
flir_20200823T165643.jpg,1080,1440,head,698,124,832,334
90.jpg,960,1280,head,236,22,568,385
flir_20200811T114954.jpg,1080,1440,head,488,47,662,233
4.jpg,960,1280,head,268,180,569,588
flir_20200822T131727_191.jpg,480,640,head,157,32,236,132
flir_20200822T130900_123.jpg,480,640,head,214,44,285,131
flir_20200823T165508.jpg,1080,1440,head,442,265,545,401
flir_20200823T165508.jpg,1080,1440,head,650,333,748,456
flir_20200822T132353_404.jpg,480,640,head,297,67,425,211
flir_20200823T170210.jpg,1080,1440,head,657,147,794,316
flir_20200825T114644.jpg,480,640,head,48,61,196,269
162.jpg,480,640,head,196,190,250,265
flir_20200823T170416.jpg,1080,1440,head,656,203,803,424
flir_20200814T165006.jpg,1080,1440,head,466,60,730,381
flir_20200823T165730.jpg,1080,1440,head,319,94,413,230
flir_20200813T193732.jpg,1080,1440,head,504,348,624,510
flir_20200823T163919.jpg,1080,1440,head,366,265,497,418
flir_20200823T170534.jpg,1080,1440,head,785,86,916,250
flir_20200827T145019.jpg,480,640,head,82,92,210,246
flir_20200823T165745.jpg,1080,1440,head,498,227,592,354
flir_20200822T132845_761.jpg,480,640,head,14,191,81,272
flir_20200823T162934.jpg,1080,1440,head,216,4,544,425
flir_20200827T181936.jpg,480,640,head,167,188,298,351
flir_20200818T145519.jpg,480,640,head,2,123,43,177
flir_20200814T175858.jpg,1080,1440,head,373,291,485,415
flir_20200827T145243.jpg,480,640,head,205,200,254,260
flir_20200818T145858.jpg,640,480,head,347,144,396,197
flir_20200823T163754.jpg,1080,1440,head,624,139,762,307
flir_20200822T132353_438.jpg,480,640,head,322,148,393,220
flir_20200822T132353_438.jpg,480,640,head,1,59,43,186
flir_20200827T184115.jpg,480,640,head,179,232,284,367
flir_20200826T104211.jpg,1080,1440,head,323,115,983,897
18.jpg,960,1280,head,441,196,660,458
flir_20200814T164953.jpg,1080,1440,head,406,333,541,489
flir_20200822T132845_905.jpg,480,640,head,152,244,195,299
flir_20200822T132845_905.jpg,480,640,head,326,201,404,292
flir_20200822T132032_408.jpg,480,640,head,167,197,297,320
flir_20200822T132032_408.jpg,480,640,head,395,1,480,127
flir_20200813T191639.jpg,1080,1440,head,498,221,704,495
flir_20200814T171608.jpg,1080,1440,head,577,325,665,436
flir_20200814T171608.jpg,1080,1440,head,792,298,882,406
flir_20200814T175912.jpg,1080,1440,head,665,307,774,447
151.jpg,480,640,head,277,73,327,142
flir_20200822T133543_111.jpg,480,640,head,142,287,200,355
68.jpg,960,1280,head,94,54,399,388
flir_20200823T162604.jpg,1080,1440,head,176,200,321,374
flir_20200823T162604.jpg,1080,1440,head,401,194,539,366
flir_20200822T130504_116.jpg,480,640,head,320,101,396,189
flir_20200818T143853.jpg,640,480,head,169,50,292,201
70.jpg,960,1280,head,376,269,583,552
70.jpg,960,1280,head,517,413,663,611
flir_20200827T145214.jpg,480,640,head,148,172,220,268
flir_20200813T191315.jpg,1080,1440,head,316,257,454,401
85.jpg,960,1280,head,371,229,679,583
flir_20200822T125521.jpg,1080,1440,head,489,69,590,193
flir_20200822T132845_413.jpg,480,640,head,103,216,169,299
140.jpg,480,640,head,30,176,146,322
flir_20200824T154306.jpg,640,480,head,148,89,200,150
flir_20200810T114237.jpg,640,480,head,263,102,311,153
flir_20200823T164236.jpg,1080,1440,head,751,201,901,409
flir_20200822T132032_174.jpg,480,640,head,25,114,69,161
flir_20200822T130900_44.jpg,480,640,head,25,31,105,133
105.jpg,960,1280,head,394,54,668,438
flir_20200826T103826.jpg,1080,1440,head,470,141,639,371
flir_20200813T191450.jpg,1080,1440,head,273,7,545,292
flir_20200822T132845_808.jpg,480,640,head,18,138,116,234
flir_20200822T132845_808.jpg,480,640,head,187,285,226,326
flir_20200822T132845_808.jpg,480,640,head,230,292,278,348
flir_20200818T150252.jpg,640,480,head,413,154,441,189
flir_20200818T150252.jpg,640,480,head,189,78,231,126
flir_20200823T162441.jpg,1080,1440,head,366,195,569,422
flir_20200822T132845_922.jpg,480,640,head,330,252,408,335
flir_20200823T162630.jpg,1080,1440,head,263,271,380,421
flir_20200823T163241.jpg,1080,1440,head,566,24,760,241
flir_20200813T191334.jpg,1080,1440,head,292,28,519,295
flir_20200823T162956.jpg,1080,1440,head,177,228,324,406
flir_20200823T162956.jpg,1080,1440,head,776,109,1009,353
flir_20200825T114558.jpg,480,640,head,282,52,339,146
flir_20200827T181921.jpg,480,640,head,173,135,300,302
flir_20200813T191601.jpg,1080,1440,head,436,1,898,595
flir_20200814T165004.jpg,1080,1440,head,324,130,562,454
flir_20200813T191419.jpg,1080,1440,head,251,345,363,487
flir_20200813T191419.jpg,1080,1440,head,682,389,909,639
flir_20200822T133543_130.jpg,480,640,head,48,260,135,357
flir_20200817T203415.jpg,640,480,head,315,76,358,125
132.jpg,480,640,head,407,262,460,329
flir_20200818T145609.jpg,480,640,head,89,118,276,309
flir_20200827T145144.jpg,480,640,head,161,158,251,275
155.jpg,480,640,head,229,198,282,260
flir_20200824T113912.jpg,480,640,head,1,125,160,321
flir_20200822T132845_223.jpg,480,640,head,407,105,469,178
flir_20200824T124941.jpg,480,640,head,172,54,318,230
flir_20200823T165806.jpg,1080,1440,head,701,177,821,347
flir_20200818T144851.jpg,480,640,head,161,23,232,128
flir_20200817T200738.jpg,640,480,head,277,137,319,177
flir_20200822T132032_172.jpg,480,640,head,66,121,103,165
62.jpg,960,1280,head,91,1,449,223
flir_20200814T165017.jpg,1080,1440,head,248,47,762,562
flir_20200823T162112.jpg,1080,1440,head,704,168,798,300
41.jpg,960,1280,head,540,442,686,613
flir_20200822T132845_414.jpg,480,640,head,57,224,132,312
flir_20200822T132845_909.jpg,480,640,head,75,203,155,292
flir_20200825T115038.jpg,480,640,head,234,5,336,125
flir_20200823T165933.jpg,1080,1440,head,262,215,339,330
flir_20200813T193737.jpg,1080,1440,head,285,315,462,537
flir_20200814T171803.jpg,1080,1440,head,460,195,642,474
flir_20200822T132353_405.jpg,480,640,head,288,59,413,196
flir_20200822T130504_269.jpg,480,640,head,74,28,131,91
flir_20200822T132845_334.jpg,480,640,head,127,297,185,366
flir_20200823T165134.jpg,1080,1440,head,295,342,438,507
123.jpg,480,640,head,294,73,355,142
flir_20200824T124430.jpg,480,640,head,224,84,328,234
flir_20200818T143936.jpg,640,480,head,530,169,604,240
flir_20200827T145002.jpg,480,640,head,127,46,234,160
flir_20200813T193712.jpg,1080,1440,head,379,269,609,544
flir_20200822T131404_40.jpg,480,640,head,212,65,256,124
flir_20200818T150020.jpg,640,480,head,192,163,250,249
flir_20200818T150020.jpg,640,480,head,488,105,634,268
flir_20200822T132032_173.jpg,480,640,head,39,118,81,165
flir_20200818T150545.jpg,480,640,head,103,43,469,501
flir_20200813T191559.jpg,1080,1440,head,612,154,1016,706
flir_20200818T150048.jpg,640,480,head,238,138,273,181
flir_20200818T150048.jpg,640,480,head,141,118,169,155
flir_20200818T150048.jpg,640,480,head,413,152,484,231
flir_20200824T124440.jpg,480,640,head,143,142,224,249
144.jpg,480,640,head,348,13,431,115
flir_20200814T180341.jpg,1080,1440,head,697,487,803,615
